Export Sales Query System,,,,,,,,,,,,,
Export Sales Data by Date/Commodity,,,,,,,,,,,,,
From: 01/01/2017 To: 10/17/2019,,,,,,,,,,,,,
Source: USDA/FAS/Export Sales Reporting,,,,,,,,,,,,,
10/17/2019,,,,,,,CMY,CMY,CMY,CMY,NMY,NMY,
,,,,,Weekly,Accumulated,Outstanding,Gross,Net,Total,Outstanding,Net,
,,,,,,,,,,,,,
Date,,,Commodity,Country,Exports,Exports,Sales,New Sales,Sales,Commitment,Sales,Sales,Unit Desc
,,,,,,,,,,,,,
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,CUBA,"7,200","43,527","38,347",0,0,"81,874",0,0,Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,DOMINICAN REPUBLIC,0,0,"3,000",0,0,"3,000",0,0,Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,EGYPT,"72,478","1,094,455","500,000","121,478","132,478","1,594,455",0,0,Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,FRANCE,0,"71,499",0,0,0,"71,499",0,0,Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,GERMANY,0,"781,027",0,0,0,"781,027",0,0,Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,GUATEMALA,0,"2,290",0,0,0,"2,290",0,0,Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,HONDURAS,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,HONG KONG,0,"1,941",0,0,0,"1,941",0,0,Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,INDIA,0,493,0,0,0,493,0,0,Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,INDONESIA,"21,159","1,301,148","393,997","76,280","73,167","1,695,145","8,000",0,Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,IRAN,0,"65,671",0,0,0,"65,671",0,0,Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,IRELAND,0,"4,638",0,0,0,"4,638",0,0,Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,ISRAEL,0,"100,415",0,0,0,"100,415",0,0,Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,ITALY,0,"109,032",0,0,0,"109,032",0,0,Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,JAPAN,"61,692","1,429,405","343,571","7,301","44,404","1,772,976","116,219","3,720",Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,KENYA,0,20,0,0,0,20,0,0,Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,"KOREA, REPUBLIC OF","1,797","530,978","70,245",304,15,"601,223","6,350",0,Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,KUWAIT,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,MALAYSIA,"4,438","239,719","68,850",460,449,"308,569",0,0,Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,MEXICO,"47,175","2,291,847","1,448,448","131,758","131,279","3,740,295","123,316","123,316",Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,MOROCCO,0,"7,700","5,000",0,0,"12,700",0,0,Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,NEPAL,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,NETHERLANDS,0,"1,185,264",0,0,0,"1,185,264",0,0,Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,NICARAGUA,0,"1,000",0,0,0,"1,000",0,0,Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,PAKISTAN,0,"866,009",0,0,0,"866,009",0,0,Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,PANAMA,0,"19,738","20,700",0,0,"40,438","6,700",0,Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,PAPUA NEW GUINEA,0,"2,000",0,0,0,"2,000",0,0,Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,PERU,0,"64,194","5,000",0,0,"69,194",0,0,Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,PHILIPPINES,722,"66,735","18,193",233,233,"84,928",0,0,Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,PORTUGAL,0,"190,114",0,0,0,"190,114",0,0,Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,SAUDI ARABIA,0,"81,566",0,0,0,"81,566",0,0,Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,SINGAPORE,0,229,"5,407",0,0,"5,636",0,0,Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,SPAIN,0,"630,776",0,0,0,"630,776",0,0,Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,SRI LANKA,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,SYRIA,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,TAIWAN,"29,354","1,019,616","395,355","102,214","96,541","1,414,971",0,"-3,000",Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,THAILAND,"13,857","1,085,299","125,576","4,133","4,116","1,210,875","8,500",0,Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,TUNISIA,0,"231,656","76,000","38,000","38,000","307,656",0,0,Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,TURKEY,0,"482,193",0,0,0,"482,193",0,0,Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,UKRAINE,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,VENEZUELA,0,"75,398",0,0,0,"75,398",0,0,Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,VIETNAM,"4,680","660,219","33,792","5,875","5,764","694,011",0,0,Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,EUROPEAN UNION - 27,0,"2,972,350",0,0,0,"2,972,350",0,0,Metric Tons
04/05/2018,,,Soybeans,KNOWN,"367,123","41,945,604","6,672,456","745,163","792,134","48,618,060","927,765","382,036",Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,UNKNOWN,0,0,"4,324,000","779,000","665,750","4,324,000","2,391,500","572,000",Metric Tons
,,,,,,,,,,,,,
04/05/2018,,,Soybeans,GRAND TOTAL,"367,123","41,945,604","10,996,456","1,524,163","1,457,884","52,942,060","3,319,265","954,036",Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,ARGENTINA,0,0,0,0,0,0,"240,000","240,000",Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,BAHRAIN,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,BANGLADESH,0,"454,203","115,000",0,0,"569,203",0,0,Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,BARBADOS,0,"17,394","4,500",0,0,"21,894",0,0,Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,BURMA,0,"9,557","1,000",0,0,"10,557",0,0,Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,CANADA,"2,594","145,903","68,033","1,289","1,289","213,936","25,680",0,Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,"CHINA, PEOPLES REPUBLIC OF","9,623","26,157,073","2,719,422",108,"-52,892","28,876,495","954,000","321,000",Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,COLOMBIA,"35,947","312,177","51,472","23,076","32,219","363,649",0,0,Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,COSTA RICA,"16,524","176,174","94,000","1,524","16,524","270,174",0,0,Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,CUBA,0,"43,527","38,347",0,0,"81,874",0,0,Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,DOMINICAN REPUBLIC,0,0,"3,000",0,0,"3,000",0,0,Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,EGYPT,"111,423","1,205,878","450,000","64,996","61,423","1,655,878",0,0,Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,FRANCE,0,"71,499",0,0,0,"71,499",0,0,Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,GERMANY,0,"781,027",0,0,0,"781,027",0,0,Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,GUATEMALA,0,"2,290",0,0,0,"2,290",0,0,Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,HONDURAS,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,HONG KONG,0,"1,941",0,0,0,"1,941",0,0,Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,INDIA,0,493,0,0,0,493,0,0,Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,INDONESIA,"37,818","1,338,966","433,953","78,884","77,774","1,772,919","8,000",0,Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,IRAN,0,"65,671",0,0,0,"65,671",0,0,Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,IRELAND,0,"4,638",0,0,0,"4,638",0,0,Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,ISRAEL,0,"100,415",0,0,0,"100,415",0,0,Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,ITALY,0,"109,032","40,000","40,000","40,000","149,032",0,0,Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,JAPAN,"55,221","1,484,626","331,738","17,940","43,388","1,816,364","117,619","1,400",Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,KENYA,0,20,0,0,0,20,0,0,Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,"KOREA, REPUBLIC OF","2,186","533,164","68,059",0,0,"601,223","6,350",0,Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,KUWAIT,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,MALAYSIA,"2,428","242,147","77,934","11,512","11,512","320,081",0,0,Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,MEXICO,"87,489","2,379,336","1,490,825","147,929","129,866","3,870,161","395,134","271,818",Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,MOROCCO,"5,500","13,200",0,500,500,"13,200",0,0,Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,NEPAL,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,NETHERLANDS,0,"1,185,264",0,0,0,"1,185,264",0,0,Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,NICARAGUA,0,"1,000",0,0,0,"1,000",0,0,Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,PAKISTAN,0,"866,009",0,0,0,"866,009",0,0,Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,PANAMA,0,"19,738","20,700",0,0,"40,438","6,700",0,Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,PAPUA NEW GUINEA,0,"2,000",0,0,0,"2,000",0,0,Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,PERU,0,"64,194","5,000",0,0,"69,194",0,0,Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,PHILIPPINES,692,"67,427","18,468",967,967,"85,895",0,0,Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,PORTUGAL,0,"190,114",0,0,0,"190,114",0,0,Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,SAUDI ARABIA,0,"81,566",0,0,0,"81,566",0,0,Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,SINGAPORE,0,229,"6,928","1,521","1,521","7,157",0,0,Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,SPAIN,0,"630,776",0,0,0,"630,776","60,000","60,000",Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,SRI LANKA,0,0,0,0,0,0,0,0,Metric Tons
04/12/2018,,,Soybeans,SYRIA,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,TAIWAN,"19,797","1,039,413","417,801","42,248","42,243","1,457,214",0,0,Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,THAILAND,"10,667","1,095,966","135,909","21,000","21,000","1,231,875","17,000","8,500",Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,TUNISIA,0,"231,656","76,000",0,0,"307,656",0,0,Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,TURKEY,0,"482,193",0,0,0,"482,193",0,0,Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,VENEZUELA,0,"75,398","30,000","30,000","30,000","105,398",0,0,Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,VIETNAM,"4,430","664,649","31,758","2,474","2,396","696,407",0,0,Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,EUROPEAN UNION - 27,0,"2,972,350","40,000","40,000","40,000","3,012,350","60,000","60,000",Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,KNOWN,"402,339","42,347,943","6,729,847","485,968","459,730","49,077,790","1,830,483","902,718",Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,UNKNOWN,0,0,"4,905,000","642,500","581,000","4,905,000","2,579,500","188,000",Metric Tons
,,,,,,,,,,,,,
04/12/2018,,,Soybeans,GRAND TOTAL,"402,339","42,347,943","11,634,847","1,128,468","1,040,730","53,982,790","4,409,983","1,090,718",Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,ARGENTINA,0,0,0,0,0,0,"240,000",0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,BAHRAIN,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,BANGLADESH,0,"454,203","114,000",0,"-1,000","568,203",0,0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,BARBADOS,0,"17,394","9,000","4,500","4,500","26,394",0,0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,BURMA,500,"10,057",500,0,0,"10,557",0,0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,CANADA,"3,265","149,168","67,205","2,437","2,437","216,373","25,680",0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,"CHINA, PEOPLES REPUBLIC OF","127,780","26,284,853","2,581,844","3,298","-9,798","28,866,697","954,000",0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,COLOMBIA,"10,446","322,623","53,475","2,946","12,449","376,098",0,0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,COSTA RICA,"16,910","193,084","78,000",910,910,"271,084",0,0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,CUBA,0,"43,527","38,347",0,0,"81,874",0,0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,DOMINICAN REPUBLIC,0,0,"3,000",0,0,"3,000",0,0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,EGYPT,0,"1,205,878","450,000",0,0,"1,655,878",0,0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,FRANCE,0,"71,499",0,0,0,"71,499",0,0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,GERMANY,0,"781,027",0,0,0,"781,027",0,0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,GUATEMALA,0,"2,290",0,0,0,"2,290",0,0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,HONDURAS,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,HONG KONG,0,"1,941",0,0,0,"1,941",0,0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,INDIA,0,493,0,0,0,493,0,0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,INDONESIA,"94,411","1,433,377","472,878","66,416","133,336","1,906,255","8,000",0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,IRAN,0,"65,671",0,0,0,"65,671",0,0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,IRELAND,0,"4,638",0,0,0,"4,638",0,0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,ISRAEL,0,"100,415",0,0,0,"100,415",0,0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,ITALY,0,"109,032","40,000",0,0,"149,032",0,0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,JAPAN,"21,892","1,506,518","331,846","15,841","22,000","1,838,364","117,619",0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,KENYA,0,20,0,0,0,20,0,0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,"KOREA, REPUBLIC OF",54,"533,218","68,223",220,218,"601,441","6,350",0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,KUWAIT,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,MALAYSIA,"2,384","244,531","89,641","14,101","14,091","334,172","10,000","10,000",Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,MEXICO,"39,872","2,419,208","1,503,916","54,014","52,963","3,923,124","442,634","47,500",Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,MOROCCO,0,"13,200",0,0,0,"13,200",0,0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,NEPAL,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,NETHERLANDS,"82,012","1,267,276",0,"11,220","82,012","1,267,276",0,0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,NICARAGUA,0,"1,000",0,0,0,"1,000",0,0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,PAKISTAN,0,"866,009",0,0,0,"866,009",0,0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,PANAMA,0,"19,738","20,700",0,0,"40,438","6,700",0,Metric Tons
04/19/2018,,,Soybeans,PAPUA NEW GUINEA,0,"2,000",0,0,0,"2,000",0,0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,PERU,"7,110","71,304",0,"2,110","2,110","71,304",0,0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,PHILIPPINES,571,"67,998","17,994",97,97,"85,992",0,0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,PORTUGAL,0,"190,114",0,0,0,"190,114",0,0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,SAUDI ARABIA,0,"81,566",0,0,0,"81,566",0,0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,SINGAPORE,696,925,"6,232",0,0,"7,157",0,0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,SPAIN,0,"630,776",0,0,0,"630,776","60,000",0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,SRI LANKA,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,SYRIA,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,TAIWAN,"23,621","1,063,034","420,613","26,543","26,433","1,483,647",0,0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,THAILAND,"10,004","1,105,970","130,581","4,692","4,676","1,236,551","17,000",0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,TUNISIA,0,"231,656","76,000",0,0,"307,656",0,0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,TURKEY,0,"482,193",0,0,0,"482,193",0,0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,VENEZUELA,0,"75,398","30,000",0,0,"105,398",0,0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,VIETNAM,"4,530","669,179","30,597","3,447","3,369","699,776",0,0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,EUROPEAN UNION - 27,"82,012","3,054,362","40,000","11,220","82,012","3,094,362","60,000",0,Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,KNOWN,"446,058","42,794,001","6,634,592","212,792","350,803","49,428,593","1,887,983","57,500",Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,UNKNOWN,0,0,"4,925,500","192,000","20,500","4,925,500","2,688,500","109,000",Metric Tons
,,,,,,,,,,,,,
04/19/2018,,,Soybeans,GRAND TOTAL,"446,058","42,794,001","11,560,092","404,792","371,303","54,354,093","4,576,483","166,500",Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,ARGENTINA,0,0,"60,000","60,000","60,000","60,000","430,000","190,000",Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,BAHRAIN,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,BANGLADESH,"53,543","507,746","58,705",177,"-1,752","566,451",0,0,Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,BARBADOS,0,"17,394","9,000",0,0,"26,394",0,0,Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,BURMA,0,"10,057","1,500","1,000","1,000","11,557",0,0,Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,CANADA,"2,255","151,423","67,813","2,863","2,863","219,236","67,680","42,000",Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,"CHINA, PEOPLES REPUBLIC OF","193,081","26,477,934","2,255,045","7,897","-133,718","28,732,979","1,020,000","66,000",Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,COLOMBIA,0,"322,623","64,722","11,247","11,247","387,345",0,0,Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,COSTA RICA,0,"193,084","78,000",0,0,"271,084",0,0,Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,CUBA,"7,200","50,727","31,147",0,0,"81,874",0,0,Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,DOMINICAN REPUBLIC,0,0,"3,000",0,0,"3,000",0,0,Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,EGYPT,"56,324","1,262,202","400,000","10,000","6,324","1,662,202",0,0,Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,FRANCE,0,"71,499",0,0,0,"71,499",0,0,Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,GERMANY,0,"781,027",0,0,0,"781,027",0,0,Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,GUATEMALA,0,"2,290",0,0,0,"2,290",0,0,Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,HONDURAS,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,HONG KONG,21,"1,962",0,21,21,"1,962",0,0,Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,INDIA,0,493,0,0,0,493,0,0,Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,INDONESIA,"57,554","1,490,931","472,004","31,930","56,680","1,962,935","50,000","42,000",Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,IRAN,0,"65,671",0,0,0,"65,671",0,0,Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,IRELAND,0,"4,638",0,0,0,"4,638",0,0,Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,ISRAEL,0,"100,415",0,0,0,"100,415",0,0,Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,ITALY,41,"109,073","40,000",41,41,"149,073",0,0,Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,JAPAN,"41,184","1,547,702","292,382","2,487","1,720","1,840,084","118,019",400,Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,KENYA,0,20,0,0,0,20,0,0,Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,"KOREA, REPUBLIC OF","1,754","534,972","66,217",0,-252,"601,189","6,350",0,Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,KUWAIT,0,0,0,0,0,0,0,0,Metric Tons
04/26/2018,,,Soybeans,MALAYSIA,"4,960","249,491","97,444","12,802","12,763","346,935","10,000",0,Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,MEXICO,"133,266","2,552,474","1,496,816","82,677","126,166","4,049,290","442,634",0,Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,MOROCCO,0,"13,200",0,0,0,"13,200",0,0,Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,NETHERLANDS,"52,592","1,319,868",0,"52,592","52,592","1,319,868",0,0,Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,NICARAGUA,0,"1,000",0,0,0,"1,000",0,0,Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,NIGERIA,0,0,"12,000","12,000","12,000","12,000",0,0,Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,PAKISTAN,0,"866,009",0,0,0,"866,009",0,0,Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,PANAMA,0,"19,738","20,700",0,0,"40,438","6,700",0,Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,PAPUA NEW GUINEA,0,"2,000",0,0,0,"2,000",0,0,Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,PERU,"36,300","107,604","8,500","11,800","44,800","116,104",0,0,Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,PHILIPPINES,575,"68,573","22,975","5,567","5,556","91,548",0,0,Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,PORTUGAL,0,"190,114",0,0,0,"190,114",0,0,Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,SAUDI ARABIA,0,"81,566",0,0,0,"81,566",0,0,Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,SINGAPORE,"1,304","2,229","5,030",102,102,"7,259",0,0,Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,SPAIN,0,"630,776",0,0,0,"630,776","60,000",0,Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,SRI LANKA,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,SYRIA,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
04/26/2018,,,Soybeans,TAIWAN,"28,882","1,091,916","460,325","68,828","68,594","1,552,241",500,500,Metric Tons
,,,,,,,,,,,,,
